Scheduled  12:24 EJA395 Charleston(CHS) E55PNetJets -,,,,,,,Aiken Municipal Airport(AIK/KAIK),
Scheduled  09:27 LAK65 West Palm Beach(PBI) C560Red Wing Aviation -,,,,,,,Aiken Municipal Airport(AIK/KAIK),
Scheduled  12:24 EJA395 Charleston(CHS) E55PNetJets -,,,,,,,Aiken Municipal Airport(AIK/KAIK),
Scheduled  09:27 LAK65 West Palm Beach(PBI) C560Red Wing Aviation -,,,,,,,Aiken Municipal Airport(AIK/KAIK),
Scheduled  12:24 EJA395 Charleston(CHS) E55PNetJets -,,,,,,,Aiken Municipal Airport(AIK/KAIK),
Scheduled  09:27 LAK65 West Palm Beach(PBI) C560Red Wing Aviation -,,,,,,,Aiken Municipal Airport(AIK/KAIK),
Scheduled  12:24 EJA395 Charleston(CHS) E55PNetJets -,,,,,,,Aiken Municipal Airport(AIK/KAIK),
"Tuesday, Mar 12",,,,,,,Aiken Municipal Airport(AIK/KAIK),
09:17,,Tampa (TPA)-,-,PRM1 (N64PM),,Landed 09:19,Aiken Municipal Airport(AIK/KAIK),
11:42,,Stuart (SUA)-,-,C25B (N1H),,Landed 11:29,Aiken Municipal Airport(AIK/KAIK),
16:57,,Savannah (SAV)-,-,SR20 (N20AY),,Landed 16:56,Aiken Municipal Airport(AIK/KAIK),
19:44,,Muscle Shoals (MSL)-,-,BE58 (N750H),,Landed 20:08,Aiken Municipal Airport(AIK/KAIK),
19:54,,St. Augustine (UST)-,-,AEST (N114VF),,Landed 19:41,Aiken Municipal Airport(AIK/KAIK),
09:17,,Tampa (TPA)-,-,PRM1 (N64PM),,Landed 09:19,Aiken Municipal Airport(AIK/KAIK),
11:42,,Stuart (SUA)-,-,C25B (N1H),,Landed 11:29,Aiken Municipal Airport(AIK/KAIK),
16:57,,Savannah (SAV)-,-,SR20 (N20AY),,Landed 16:56,Aiken Municipal Airport(AIK/KAIK),
19:44,,Muscle Shoals (MSL)-,-,BE58 (N750H),,Landed 20:08,Aiken Municipal Airport(AIK/KAIK),
19:54,,St. Augustine (UST)-,-,AEST (N114VF),,Landed 19:41,Aiken Municipal Airport(AIK/KAIK),
09:17,,Tampa (TPA)-,-,PRM1 (N64PM),,Landed 09:19,Aiken Municipal Airport(AIK/KAIK),
11:42,,Stuart (SUA)-,-,C25B (N1H),,Landed 11:29,Aiken Municipal Airport(AIK/KAIK),
16:57,,Savannah (SAV)-,-,SR20 (N20AY),,Landed 16:56,Aiken Municipal Airport(AIK/KAIK),
19:44,,Muscle Shoals (MSL)-,-,BE58 (N750H),,Landed 20:08,Aiken Municipal Airport(AIK/KAIK),
19:54,,St. Augustine (UST)-,-,AEST (N114VF),,Landed 19:41,Aiken Municipal Airport(AIK/KAIK),
09:17,,Tampa (TPA)-,-,PRM1 (N64PM),,Landed 09:19,Aiken Municipal Airport(AIK/KAIK),
11:42,,Stuart (SUA)-,-,C25B (N1H),,Landed 11:29,Aiken Municipal Airport(AIK/KAIK),
16:57,,Savannah (SAV)-,-,SR20 (N20AY),,Landed 16:56,Aiken Municipal Airport(AIK/KAIK),
19:44,,Muscle Shoals (MSL)-,-,BE58 (N750H),,Landed 20:08,Aiken Municipal Airport(AIK/KAIK),
19:54,,St. Augustine (UST)-,-,AEST (N114VF),,Landed 19:41,Aiken Municipal Airport(AIK/KAIK),
09:17,,Tampa (TPA)-,-,PRM1 (N64PM),,Landed 09:19,Aiken Municipal Airport(AIK/KAIK),
11:42,,Stuart (SUA)-,-,C25B (N1H),,Landed 11:29,Aiken Municipal Airport(AIK/KAIK),
16:57,,Savannah (SAV)-,-,SR20 (N20AY),,Landed 16:56,Aiken Municipal Airport(AIK/KAIK),
19:44,,Muscle Shoals (MSL)-,-,BE58 (N750H),,Landed 20:08,Aiken Municipal Airport(AIK/KAIK),
19:54,,St. Augustine (UST)-,-,AEST (N114VF),,Landed 19:41,Aiken Municipal Airport(AIK/KAIK),
"Wednesday, Mar 13",,,,,,,Aiken Municipal Airport(AIK/KAIK),
09:27,LAK65,West Palm Beach (PBI)-,Red Wing Aviation -,C560 (),,Scheduled,Aiken Municipal Airport(AIK/KAIK),
12:24,EJA395,Charleston (CHS)-,NetJets -,E55P (),,Scheduled,Aiken Municipal Airport(AIK/KAIK),
09:27,LAK65,West Palm Beach (PBI)-,Red Wing Aviation -,C560 (),,Scheduled,Aiken Municipal Airport(AIK/KAIK),
12:24,EJA395,Charleston (CHS)-,NetJets -,E55P (),,Scheduled,Aiken Municipal Airport(AIK/KAIK),
09:27,LAK65,West Palm Beach (PBI)-,Red Wing Aviation -,C560 (),,Scheduled,Aiken Municipal Airport(AIK/KAIK),
12:24,EJA395,Charleston (CHS)-,NetJets -,E55P (),,Scheduled,Aiken Municipal Airport(AIK/KAIK),
09:27,LAK65,West Palm Beach (PBI)-,Red Wing Aviation -,C560 (),,Scheduled,Aiken Municipal Airport(AIK/KAIK),
12:24,EJA395,Charleston (CHS)-,NetJets -,E55P (),,Scheduled,Aiken Municipal Airport(AIK/KAIK),
09:27,LAK65,West Palm Beach (PBI)-,Red Wing Aviation -,C560 (),,Scheduled,Aiken Municipal Airport(AIK/KAIK),
12:24,EJA395,Charleston (CHS)-,NetJets -,E55P (),,Scheduled,Aiken Municipal Airport(AIK/KAIK),
09:27,LAK65,West Palm Beach (PBI)-,Red Wing Aviation -,C560 (),,Scheduled,Aiken Municipal Airport(AIK/KAIK),
12:24,EJA395,Charleston (CHS)-,NetJets -,E55P (),,Scheduled,Aiken Municipal Airport(AIK/KAIK),
Load later flights,,,,,,,Aiken Municipal Airport(AIK/KAIK),
* All times are in local timezone,,,,,,,Aiken Municipal Airport(AIK/KAIK),
