Estimated dep.  17:05 16:55 8E872 Nome(OME) C208Bering Air -,,,,,,,Brevig Mission Airport(KTS/PFKT)
Scheduled  10:25 8E870 Nome(OME) CNCBering Air -,,,,,,,Brevig Mission Airport(KTS/PFKT)
Scheduled  10:25 8E870 Nome(OME) CNCBering Air -,,,,,,,Brevig Mission Airport(KTS/PFKT)
Scheduled  15:55 8E892 Wales(WAA) CNCBering Air -,,,,,,,Brevig Mission Airport(KTS/PFKT)
Estimated dep.  17:05 16:55 8E872 Nome(OME) C208Bering Air -,,,,,,,Brevig Mission Airport(KTS/PFKT)
Scheduled  10:25 8E870 Nome(OME) CNCBering Air -,,,,,,,Brevig Mission Airport(KTS/PFKT)
Scheduled  10:25 8E870 Nome(OME) CNCBering Air -,,,,,,,Brevig Mission Airport(KTS/PFKT)
Scheduled  15:55 8E892 Wales(WAA) CNCBering Air -,,,,,,,Brevig Mission Airport(KTS/PFKT)
Estimated dep.  17:05 16:55 8E872 Nome(OME) C208Bering Air -,,,,,,,Brevig Mission Airport(KTS/PFKT)
Scheduled  10:25 8E870 Nome(OME) CNCBering Air -,,,,,,,Brevig Mission Airport(KTS/PFKT)
Scheduled  10:25 8E870 Nome(OME) CNCBering Air -,,,,,,,Brevig Mission Airport(KTS/PFKT)
Scheduled  15:55 8E892 Wales(WAA) CNCBering Air -,,,,,,,Brevig Mission Airport(KTS/PFKT)
Estimated dep.  17:05 16:55 8E872 Nome(OME) C208Bering Air -,,,,,,,Brevig Mission Airport(KTS/PFKT)
Scheduled  10:25 8E870 Nome(OME) CNCBering Air -,,,,,,,Brevig Mission Airport(KTS/PFKT)
Scheduled  10:25 8E870 Nome(OME) CNCBering Air -,,,,,,,Brevig Mission Airport(KTS/PFKT)
Scheduled  15:55 8E892 Wales(WAA) CNCBering Air -,,,,,,,Brevig Mission Airport(KTS/PFKT)
Estimated dep.  17:05 16:55 8E872 Nome(OME) C208Bering Air -,,,,,,,Brevig Mission Airport(KTS/PFKT)
Scheduled  10:25 8E870 Nome(OME) CNCBering Air -,,,,,,,Brevig Mission Airport(KTS/PFKT)
Scheduled  10:25 8E870 Nome(OME) CNCBering Air -,,,,,,,Brevig Mission Airport(KTS/PFKT)
Scheduled  15:55 8E892 Wales(WAA) CNCBering Air -,,,,,,,Brevig Mission Airport(KTS/PFKT)
Estimated dep.  17:05 16:55 8E872 Nome(OME) C208Bering Air -,,,,,,,Brevig Mission Airport(KTS/PFKT)
Scheduled  10:25 8E870 Nome(OME) CNCBering Air -,,,,,,,Brevig Mission Airport(KTS/PFKT)
"Monday, Mar 11",,,,,,,Brevig Mission Airport(KTS/PFKT)
15:55,8E892,Wales (WAA)-,Bering Air -,C208 (N215BA),,Estimated dep.  16:17,Brevig Mission Airport(KTS/PFKT),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Brevig Mission Airport(KTS/PFKT)
10:25,8E870,Nome (OME)-,Bering Air -,C208 (N759BA),,Estimated dep.  10:25,Brevig Mission Airport(KTS/PFKT),"Tuesday, Mar 12 2024"
15:55,8E892,Wales (WAA)-,Bering Air -,C208 (N759BA),,Estimated dep.  16:15,Brevig Mission Airport(KTS/PFKT),"Tuesday, Mar 12 2024"
"Monday, Mar 11",,,,,,,Brevig Mission Airport(KTS/PFKT)
15:55,8E892,Wales (WAA)-,Bering Air -,C208 (N215BA),,Estimated dep.  16:17,Brevig Mission Airport(KTS/PFKT),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Brevig Mission Airport(KTS/PFKT)
10:25,8E870,Nome (OME)-,Bering Air -,C208 (N759BA),,Estimated dep.  10:25,Brevig Mission Airport(KTS/PFKT),"Tuesday, Mar 12 2024"
15:55,8E892,Wales (WAA)-,Bering Air -,C208 (N759BA),,Estimated dep.  16:15,Brevig Mission Airport(KTS/PFKT),"Tuesday, Mar 12 2024"
"Monday, Mar 11",,,,,,,Brevig Mission Airport(KTS/PFKT)
15:55,8E892,Wales (WAA)-,Bering Air -,C208 (N215BA),,Estimated dep.  16:17,Brevig Mission Airport(KTS/PFKT),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Brevig Mission Airport(KTS/PFKT)
10:25,8E870,Nome (OME)-,Bering Air -,C208 (N759BA),,Estimated dep.  10:25,Brevig Mission Airport(KTS/PFKT),"Tuesday, Mar 12 2024"
15:55,8E892,Wales (WAA)-,Bering Air -,C208 (N759BA),,Estimated dep.  16:15,Brevig Mission Airport(KTS/PFKT),"Tuesday, Mar 12 2024"
"Monday, Mar 11",,,,,,,Brevig Mission Airport(KTS/PFKT)
15:55,8E892,Wales (WAA)-,Bering Air -,C208 (N215BA),,Estimated dep.  16:17,Brevig Mission Airport(KTS/PFKT),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Brevig Mission Airport(KTS/PFKT)
10:25,8E870,Nome (OME)-,Bering Air -,C208 (N759BA),,Estimated dep.  10:25,Brevig Mission Airport(KTS/PFKT),"Tuesday, Mar 12 2024"
15:55,8E892,Wales (WAA)-,Bering Air -,C208 (N759BA),,Estimated dep.  16:15,Brevig Mission Airport(KTS/PFKT),"Tuesday, Mar 12 2024"
"Monday, Mar 11",,,,,,,Brevig Mission Airport(KTS/PFKT)
15:55,8E892,Wales (WAA)-,Bering Air -,C208 (N215BA),,Estimated dep.  16:17,Brevig Mission Airport(KTS/PFKT),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Brevig Mission Airport(KTS/PFKT)
10:25,8E870,Nome (OME)-,Bering Air -,C208 (N759BA),,Estimated dep.  10:25,Brevig Mission Airport(KTS/PFKT),"Tuesday, Mar 12 2024"
15:55,8E892,Wales (WAA)-,Bering Air -,C208 (N759BA),,Estimated dep.  16:15,Brevig Mission Airport(KTS/PFKT),"Tuesday, Mar 12 2024"
"Wednesday, Mar 13",,,,,,,Brevig Mission Airport(KTS/PFKT)
10:25,8E870,Nome (OME)-,Bering Air -,CNC (),,Scheduled,Brevig Mission Airport(KTS/PFKT),"Wednesday, Mar 13 2024"
15:55,8E892,Wales (WAA)-,Bering Air -,CNC (),,Scheduled,Brevig Mission Airport(KTS/PFKT),"Wednesday, Mar 13 2024"
16:55,8E872,Nome (OME)-,Bering Air -,C208 (),,Estimated dep.  17:05,Brevig Mission Airport(KTS/PFKT),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Brevig Mission Airport(KTS/PFKT)
10:25,8E870,Nome (OME)-,Bering Air -,CNC (),,Scheduled,Brevig Mission Airport(KTS/PFKT),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,Brevig Mission Airport(KTS/PFKT)
10:25,8E870,Nome (OME)-,Bering Air -,CNC (),,Scheduled,Brevig Mission Airport(KTS/PFKT),"Wednesday, Mar 13 2024"
15:55,8E892,Wales (WAA)-,Bering Air -,CNC (),,Scheduled,Brevig Mission Airport(KTS/PFKT),"Wednesday, Mar 13 2024"
16:55,8E872,Nome (OME)-,Bering Air -,C208 (),,Estimated dep.  17:05,Brevig Mission Airport(KTS/PFKT),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Brevig Mission Airport(KTS/PFKT)
10:25,8E870,Nome (OME)-,Bering Air -,CNC (),,Scheduled,Brevig Mission Airport(KTS/PFKT),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,Brevig Mission Airport(KTS/PFKT)
10:25,8E870,Nome (OME)-,Bering Air -,CNC (),,Scheduled,Brevig Mission Airport(KTS/PFKT),"Wednesday, Mar 13 2024"
15:55,8E892,Wales (WAA)-,Bering Air -,CNC (),,Scheduled,Brevig Mission Airport(KTS/PFKT),"Wednesday, Mar 13 2024"
16:55,8E872,Nome (OME)-,Bering Air -,C208 (),,Estimated dep.  17:05,Brevig Mission Airport(KTS/PFKT),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Brevig Mission Airport(KTS/PFKT)
10:25,8E870,Nome (OME)-,Bering Air -,CNC (),,Scheduled,Brevig Mission Airport(KTS/PFKT),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,Brevig Mission Airport(KTS/PFKT)
10:25,8E870,Nome (OME)-,Bering Air -,CNC (),,Scheduled,Brevig Mission Airport(KTS/PFKT),"Wednesday, Mar 13 2024"
15:55,8E892,Wales (WAA)-,Bering Air -,CNC (),,Scheduled,Brevig Mission Airport(KTS/PFKT),"Wednesday, Mar 13 2024"
16:55,8E872,Nome (OME)-,Bering Air -,C208 (),,Estimated dep.  17:05,Brevig Mission Airport(KTS/PFKT),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Brevig Mission Airport(KTS/PFKT)
10:25,8E870,Nome (OME)-,Bering Air -,CNC (),,Scheduled,Brevig Mission Airport(KTS/PFKT),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,Brevig Mission Airport(KTS/PFKT)
10:25,8E870,Nome (OME)-,Bering Air -,CNC (),,Scheduled,Brevig Mission Airport(KTS/PFKT),"Wednesday, Mar 13 2024"
15:55,8E892,Wales (WAA)-,Bering Air -,CNC (),,Scheduled,Brevig Mission Airport(KTS/PFKT),"Wednesday, Mar 13 2024"
16:55,8E872,Nome (OME)-,Bering Air -,C208 (),,Estimated dep.  17:05,Brevig Mission Airport(KTS/PFKT),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Brevig Mission Airport(KTS/PFKT)
10:25,8E870,Nome (OME)-,Bering Air -,CNC (),,Scheduled,Brevig Mission Airport(KTS/PFKT),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,Brevig Mission Airport(KTS/PFKT)
10:25,8E870,Nome (OME)-,Bering Air -,CNC (),,Scheduled,Brevig Mission Airport(KTS/PFKT),"Wednesday, Mar 13 2024"
15:55,8E892,Wales (WAA)-,Bering Air -,CNC (),,Scheduled,Brevig Mission Airport(KTS/PFKT),"Wednesday, Mar 13 2024"
16:55,8E872,Nome (OME)-,Bering Air -,C208 (),,Estimated dep.  17:05,Brevig Mission Airport(KTS/PFKT),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Brevig Mission Airport(KTS/PFKT)
10:25,8E870,Nome (OME)-,Bering Air -,CNC (),,Scheduled,Brevig Mission Airport(KTS/PFKT),"Thursday, Mar 14 2024"
Load later flights,,,,,,,Brevig Mission Airport(KTS/PFKT),"Thursday, Mar 14 2024"
* All times are in local timezone,,,,,,,Brevig Mission Airport(KTS/PFKT),"Thursday, Mar 14 2024"
